"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C385","CAPC0402(1005)60_N","1964.567mil","4467.52mil","1964.567mil","4467.52mil","1964.567mil","4449.804mil","B","90.00","CAP_0402"
"C386","CAPC0603(1608)100_N","1049.213mil","4356.3mil","1049.213mil","4356.3mil","1017.716mil","4356.3mil","T","360.00","CAP_0603"
"C387","CAPC0603(1608)100_N","1285.433mil","4430.119mil","1285.433mil","4430.119mil","1316.929mil","4430.119mil","T","180.00","CAP_0603"
"C388","CAPC0603(1608)100_N","428.149mil","4128.938mil","428.149mil","4128.938mil","428.149mil","4160.434mil","T","270.00","CAP_0603"
"C389","CAPC0603(1608)100_N","327.756mil","3941.93mil","327.756mil","3941.93mil","327.756mil","3910.434mil","T","90.00","CAP_0603"
"C390","CAPC0603(1608)100_N","1352.362mil","4116.143mil","1352.362mil","4116.143mil","1352.362mil","4084.647mil","T","90.00","CAP_0603"
"C391","CAPC0603(1608)100_N","1285.433mil","4368.111mil","1285.433mil","4368.111mil","1316.929mil","4368.111mil","T","180.00","CAP_0603"
"C397","CAPC0402(1005)60_N","680.118mil","4199.805mil","680.118mil","4199.805mil","680.118mil","4182.089mil","B","90.00","CAP_0402"
"C399","CAPC0402(1005)60_N","754.922mil","4199.805mil","754.922mil","4199.805mil","754.922mil","4182.089mil","B","90.00","CAP_0402"
"C403","CAPC0402(1005)60_N","514.764mil","3876.97mil","514.764mil","3876.97mil","497.048mil","3876.97mil","T","360.00","CAP_0402"
"C404","CAPC0402(1005)60_N","1062.992mil","4121.064mil","1062.992mil","4121.064mil","1062.992mil","4138.78mil","B","270.00","CAP_0402"
"C405","CAPC0402(1005)60_N","292.323mil","3303.151mil","292.323mil","3303.151mil","310.039mil","3303.151mil","T","180.00","CAP_0402"
"C406","CAPC0402(1005)60_N","1029.527mil","3436.025mil","1029.527mil","3436.025mil","1011.812mil","3436.025mil","B","360.00","CAP_0402"
"C407","CAPC0402(1005)60_N","564.961mil","4029.528mil","564.961mil","4029.528mil","564.961mil","4047.244mil","B","270.00","CAP_0402"
"C408","CAPC0402(1005)60_N","1260.827mil","3691.93mil","1260.827mil","3691.93mil","1260.827mil","3709.646mil","B","270.00","CAP_0402"
"C409","CAPC0402(1005)60_N","294.292mil","3813.977mil","294.292mil","3813.977mil","312.008mil","3813.977mil","T","180.00","CAP_0402"
"C410","CAPC0402(1005)60_N","295.276mil","3738.19mil","295.276mil","3738.19mil","312.992mil","3738.19mil","T","180.00","CAP_0402"
"C411","CAPC0402(1005)60_N","1060.039mil","4312.993mil","1060.039mil","4312.993mil","1060.039mil","4295.277mil","B","90.00","CAP_0402"
"C412","CAPC0402(1005)60_N","295.276mil","3586.615mil","295.276mil","3586.615mil","312.992mil","3586.615mil","T","180.00","CAP_0402"
"C413","CAPC0402(1005)60_N","296.26mil","3663.387mil","296.26mil","3663.387mil","313.976mil","3663.387mil","T","180.00","CAP_0402"
"C414","CAPC0402(1005)60_N","295.276mil","3465.552mil","295.276mil","3465.552mil","312.992mil","3465.552mil","T","180.00","CAP_0402"
"C415","CAPC0603(1608)100_N","277.559mil","3406.497mil","277.559mil","3406.497mil","246.063mil","3406.497mil","T","360.00","CAP_0603"
"C416","CAPC0402(1005)60_N","1257.874mil","3937.993mil","1257.874mil","3937.993mil","1275.59mil","3937.993mil","B","180.00","CAP_0402"
"C417","CAPC0402(1005)60_N","1041.339mil","3614.174mil","1041.339mil","3614.174mil","1041.339mil","3596.458mil","B","90.00","CAP_0402"
"C418","CAPC0402(1005)60_N","1183.071mil","4026.576mil","1183.071mil","4026.576mil","1183.071mil","4008.86mil","B","90.00","CAP_0402"
"C419","CAPC0603(1608)100_N","1241.142mil","3880.907mil","1241.142mil","3880.907mil","1209.646mil","3880.907mil","B","360.00","CAP_0603"
"C420","CAPC0402(1005)60_N","439.961mil","3297.245mil","439.961mil","3297.245mil","439.961mil","3279.529mil","T","90.00","CAP_0402"
"C421","CAPC0402(1005)60_N","495.079mil","3297.245mil","495.079mil","3297.245mil","495.079mil","3279.529mil","T","90.00","CAP_0402"
"C422","CAPC0402(1005)60_N","1037.401mil","3528.544mil","1037.401mil","3528.544mil","1055.118mil","3528.544mil","B","180.00","CAP_0402"
"C423","CAPC0402(1005)60_N","984.252mil","4312.009mil","984.252mil","4312.009mil","984.252mil","4329.725mil","B","270.00","CAP_0402"
"C424","CAPC0402(1005)60_N","986.22mil","4121.064mil","986.22mil","4121.064mil","986.22mil","4103.348mil","B","90.00","CAP_0402"
"C425","CAPC0402(1005)60_N","627.953mil","3332.678mil","627.953mil","3332.678mil","627.953mil","3314.962mil","B","90.00","CAP_0402"
"C426","CAPC0402(1005)60_N","1693.898mil","3418.307mil","1693.898mil","3418.307mil","1693.898mil","3436.023mil","T","270.00","CAP_0402"
"C427","CAPC0402(1005)60_N","1526.575mil","3562.992mil","1526.575mil","3562.992mil","1526.575mil","3580.708mil","T","270.00","CAP_0402"
"C428","CAPC0402(1005)60_N","1528.544mil","3314.963mil","1528.544mil","3314.963mil","1528.544mil","3297.247mil","T","90.00","CAP_0402"
"C429","CAPC0402(1005)60_N","1327.756mil","3493.112mil","1327.756mil","3493.112mil","1327.756mil","3510.828mil","B","270.00","CAP_0402"
"C430","CAPC0402(1005)60_N","1150.591mil","3388.78mil","1150.591mil","3388.78mil","1150.591mil","3371.064mil","B","90.00","CAP_0402"
"C431","CAPC0402(1005)60_N","838.582mil","3310.039mil","838.582mil","3310.039mil","856.298mil","3310.039mil","B","180.00","CAP_0402"
"C432","CAPC0402(1005)60_N","1371.063mil","3384.845mil","1371.063mil","3384.845mil","1371.063mil","3367.128mil","B","90.00","CAP_0402"
"C436","CAPC0402(1005)60_N","444.882mil","3687.994mil","444.882mil","3687.994mil","427.166mil","3687.994mil","T","360.00","CAP_0402"
"C437","CAPC0603(1608)100_N","263.78mil","3861.222mil","263.78mil","3861.222mil","263.78mil","3829.726mil","B","90.00","CAP_0603"
"C438","CAPC0603(1608)100_N","263.779mil","4144.687mil","263.779mil","4144.687mil","263.779mil","4113.191mil","B","90.00","CAP_0603"
"C441","CAPC0402(1005)60_N","501.969mil","3687.994mil","501.969mil","3687.994mil","501.969mil","3670.278mil","B","90.00","CAP_0402"
"C442","CAPC0603(1608)100_N","185.04mil","3861.222mil","185.04mil","3861.222mil","185.04mil","3829.726mil","B","90.00","CAP_0603"
"C443","CAPC0603(1608)100_N","185.039mil","4144.687mil","185.039mil","4144.687mil","185.039mil","4113.191mil","B","90.00","CAP_0603"
"C454","CAPC0402(1005)60_N","1855.315mil","2058.072mil","1855.315mil","2058.072mil","1837.599mil","2058.072mil","B","360.00","CAP_0402"
"C455","CAPC0402(1005)60_N","1856.299mil","2006.89mil","1856.299mil","2006.89mil","1838.583mil","2006.89mil","B","360.00","TMK105BJ104KV-F"
"C456","CAPC0402(1005)60_N","2728.346mil","2210.629mil","2728.346mil","2210.629mil","2728.346mil","2228.345mil","B","270.00","CAP_0402"
"C459","CAPC0402(1005)60_N","3847.441mil","4204.724mil","3847.441mil","4204.724mil","3865.157mil","4204.724mil","T","180.00","CAP_0402"
"C460","CAPC0402(1005)60_N","3211.614mil","4215.551mil","3211.614mil","4215.551mil","3193.898mil","4215.551mil","T","360.00","CAP_0402"
"C461","CAPC0402(1005)60_N","3594.488mil","3881.89mil","3594.488mil","3881.89mil","3576.772mil","3881.89mil","B","360.00","CAP_0402"
"C462","CAPC0402(1005)60_N","3005.198mil","4287.598mil","3005.198mil","4287.598mil","2987.482mil","4287.598mil","T","360.00","CAP_0402"
"C463","CAPC0402(1005)60_N","3004.921mil","4232.283mil","3004.921mil","4232.283mil","2987.205mil","4232.283mil","T","360.00","CAP_0402"
"C464","CAPC0402(1005)60_N","3004.921mil","4177.165mil","3004.921mil","4177.165mil","2987.205mil","4177.165mil","T","360.00","CAP_0402"
"C465","CAPC0402(1005)60_N","3004.921mil","4121.063mil","3004.921mil","4121.063mil","2987.205mil","4121.063mil","T","360.00","CAP_0402"
"C466","CAPC0402(1005)60_N","3004.921mil","4062.008mil","3004.921mil","4062.008mil","2987.205mil","4062.008mil","T","360.00","CAP_0402"
"C467","CAPC0402(1005)60_N","3004.921mil","4008.858mil","3004.921mil","4008.858mil","2987.205mil","4008.858mil","T","360.00","CAP_0402"
"C468","CAPC0402(1005)60_N","3004.921mil","3955.709mil","3004.921mil","3955.709mil","2987.205mil","3955.709mil","T","360.00","CAP_0402"
"C469","CAPC0402(1005)60_N","3004.921mil","3901.575mil","3004.921mil","3901.575mil","2987.205mil","3901.575mil","T","360.00","CAP_0402"
"C470","CAPC0402(1005)60_N","3395.669mil","3834.646mil","3395.669mil","3834.646mil","3395.669mil","3816.93mil","T","90.00","CAP_0402"
"C471","CAPC0402(1005)60_N","3321.85mil","4058.071mil","3321.85mil","4058.071mil","3321.85mil","4040.355mil","B","90.00","CAP_0402"
"C472","CAPC0402(1005)60_N","3878.937mil","3859.252mil","3878.937mil","3859.252mil","3896.653mil","3859.252mil","B","180.00","CAP_0402"
"C473","CAPC0402(1005)60_N","3176.181mil","4311.024mil","3176.181mil","4311.024mil","3158.465mil","4311.024mil","B","360.00","CAP_0402"
"C474","CAPC0402(1005)60_N","3591.535mil","3674.213mil","3591.535mil","3674.213mil","3591.535mil","3656.497mil","T","90.00","CAP_0402"
"C475","CAPC0402(1005)60_N","3146.654mil","4428.15mil","3146.654mil","4428.15mil","3128.938mil","4428.15mil","B","360.00","CAP_0402"
"C476","CAPC0402(1005)60_N","3146.653mil","4480.315mil","3146.653mil","4480.315mil","3128.938mil","4480.315mil","B","360.00","CAP_0402"
"C477","CAPC0603(1608)100_N","3993.11mil","4297.244mil","3993.11mil","4297.244mil","3993.11mil","4328.74mil","B","270.00","CAP_0603"
"C478","CAPC0603(1608)100_N","3929.134mil","4297.244mil","3929.134mil","4297.244mil","3929.134mil","4328.74mil","B","270.00","CAP_0603"
"C479","CAPC0402(1005)60_N","3870.079mil","4278.543mil","3870.079mil","4278.543mil","3870.079mil","4296.259mil","B","270.00","CAP_0402"
"C480","CAPC0402(1005)60_N","3816.929mil","4278.543mil","3816.929mil","4278.543mil","3816.929mil","4296.259mil","B","270.00","CAP_0402"
"C481","CAPC0603(1608)100_N","3918.307mil","4107.283mil","3918.307mil","4107.283mil","3918.307mil","4138.779mil","B","270.00","CAP_0603"
"C482","CAPC0603(1608)100_N","3849.41mil","4107.283mil","3849.41mil","4107.283mil","3849.41mil","4138.779mil","B","270.00","CAP_0603"
"C483","CAPC0402(1005)60_N","3786.417mil","4096.457mil","3786.417mil","4096.457mil","3786.417mil","4114.173mil","B","270.00","CAP_0402"
"C484","CAPC0402(1005)60_N","3729.331mil","4096.456mil","3729.331mil","4096.456mil","3729.331mil","4114.172mil","B","270.00","CAP_0402"
"C485","CAPC0402(1005)60_N","552.165mil","3862.205mil","552.165mil","3862.205mil","534.449mil","3862.205mil","B","360.00","CAP_0402"
"C486","CAPC0402(1005)60_N","2342.52mil","3352.362mil","2342.52mil","3352.362mil","2324.804mil","3352.362mil","B","360.00","CAP_0402"
"C487","CAPC0402(1005)60_N","729.331mil","2827.756mil","729.331mil","2827.756mil","729.331mil","2845.472mil","B","270.00","CAP_0402"
"D1","QuadESDDiode_TEConnectivity_SESD0802Q4UG_5-PIN","2939.961mil","3792.323mil","2939.961mil","3792.323mil","2934.055mil","3825.787mil","T","90.00","QuadESDDiode_TEConnectivity_SESD0802Q4UG"
"D19","SchottkyDiode_RB751S40_2-PIN","1383.858mil","2256.89mil","1383.858mil","2256.89mil","1383.858mil","2229.33mil","T","90.00","Shottky Diode"
"D20","SchottkyDiode_RB751S40_2-PIN","1097.441mil","1881.89mil","1097.441mil","1881.89mil","1069.881mil","1881.89mil","T","360.00","Shottky Diode"
"D21","SchottkyDiode_RB751S40_2-PIN","995.079mil","1703.74mil","995.079mil","1703.74mil","995.079mil","1731.3mil","B","270.00","Shottky Diode"
"D22","ZenerDiode_BZX84-A3V0215_SOT23-3","860.237mil","1709.646mil","860.237mil","1709.646mil","897.639mil","1669.292mil","B","90.00","ZenerDiode"
"D25","Diode_DB2J31700L_2-PIN","1981.299mil","3900.591mil","1981.299mil","3900.591mil","1981.299mil","3939.961mil","B","270.00","Diode"
"D26","SchottkyDiode_SS2P2-M384A_2-PIN","2005.826mil","4114.173mil","2024.606mil","4114.173mil","1959.546mil","4114.173mil","B","360.00","Shottky Diode"
"D27","SchottkyDiode_MBR0520-TP_SOD-123","1643.701mil","4469.488mil","1643.701mil","4469.488mil","1643.701mil","4533.07mil","B","270.00","Shottky Diode"
"D28","SchottkyDiode_MBR130T1G_SOD-123","2060.039mil","4555.118mil","2060.039mil","4555.118mil","1995.669mil","4555.118mil","B","360.00","Shottky Diode"
"D29","QuadESDDiode_TEConnectivity_SESD0802Q4UG_5-PIN","4048.228mil","4093.504mil","4048.228mil","4093.504mil","4042.322mil","4060.04mil","B","270.00","QuadESDDiode_TEConnectivity_SESD0802Q4UG"
"FB1","Inductor0805(2012)","1838.583mil","2447.835mil","1838.583mil","2447.835mil","1875.985mil","2447.835mil","T","180.00","FB0805"
"FB2","Inductor0805(2012)","3578.74mil","2875.001mil","3578.74mil","2875.001mil","3578.74mil","2837.599mil","T","90.00","FB0805"
"FB7","Inductor0402(1005)","514.763mil","3830.71mil","514.764mil","3830.71mil","534.448mil","3830.71mil","T","180.00","FerriteBead"
"FB8","Inductor0402(1005)","1255.906mil","3775.593mil","1255.906mil","3775.591mil","1255.906mil","3755.907mil","B","90.00","FerriteBead"
"FB9","Inductor0402(1005)","1039.371mil","3388.78mil","1039.37mil","3388.78mil","1019.686mil","3388.78mil","B","360.00","FerriteBead"
"FB10","Inductor0402(1005)","297.243mil","3352.363mil","297.245mil","3352.363mil","316.928mil","3352.363mil","T","180.00","FerriteBead"
"FB11","Inductor0402(1005)","1060.039mil","4203.742mil","1060.039mil","4203.741mil","1060.039mil","4184.057mil","B","90.00","FerriteBead"
"FB12","Inductor0402(1005)","514.764mil","4025.593mil","514.764mil","4025.591mil","514.764mil","4005.907mil","B","90.00","FerriteBead"
"FB13","Inductor0402(1005)","209.645mil","3814.962mil","209.646mil","3814.962mil","229.33mil","3814.962mil","T","180.00","FerriteBead"
"FB14","Inductor0402(1005)","210.629mil","3739.174mil","210.63mil","3739.174mil","230.314mil","3739.174mil","T","180.00","FerriteBead"
"FB15","Inductor0402(1005)","1055.118mil","4396.656mil","1055.118mil","4396.655mil","1055.118mil","4376.971mil","B","90.00","FerriteBead"
"FB16","Inductor0402(1005)","212.597mil","3663.387mil","212.598mil","3663.387mil","232.282mil","3663.387mil","T","180.00","FerriteBead"
"FB17","Inductor0402(1005)","211.614mil","3587.599mil","211.615mil","3587.599mil","231.299mil","3587.599mil","T","180.00","FerriteBead"
"FB18","Inductor0402(1005)","216.535mil","3515.749mil","216.536mil","3515.749mil","236.22mil","3515.749mil","T","180.00","FerriteBead"
"FB19","Inductor0402(1005)","1180.118mil","4110.238mil","1180.118mil","4110.237mil","1180.118mil","4090.553mil","B","90.00","FerriteBead"
"FB20","Inductor0402(1005)","1257.874mil","4108.268mil","1257.874mil","4108.269mil","1257.874mil","4127.953mil","B","270.00","FerriteBead"
"FB21","Inductor0402(1005)","1143.701mil","3618.11mil","1143.701mil","3618.111mil","1143.701mil","3637.795mil","B","270.00","FerriteBead"
"FB22","Inductor0402(1005)","1037.402mil","3482.284mil","1037.401mil","3482.284mil","1017.717mil","3482.284mil","B","360.00","FerriteBead"
"FB23","Inductor0402(1005)","982.283mil","4396.656mil","982.283mil","4396.655mil","982.283mil","4376.971mil","B","90.00","FerriteBead"
"FB24","Inductor0402(1005)","674.213mil","3330.709mil","674.213mil","3330.71mil","674.213mil","3350.394mil","B","270.00","FerriteBead"
"FB27","Inductor0805(2012)","4030.512mil","4193.898mil","4030.512mil","4193.898mil","4067.914mil","4193.898mil","B","180.00","FB0805"
"FB28","Inductor0805(2012)","3955.709mil","3995.079mil","3955.709mil","3995.079mil","3993.111mil","3995.079mil","B","180.00","FB0805"
"J4","BarrelJack_PJ-028-SMT","1455.709mil","190.945mil","1455.709mil","190.945mil","1365.157mil","318.898mil","B","180.00","BarrelJack"
"L3","Inductor0402(1005)","2397.639mil","4344.488mil","2397.638mil","4344.488mil","2377.954mil","4344.488mil","T","360.00","INDUCTOR"
"L4","Inductor0402(1005)","2305.117mil","4341.535mil","2305.117mil","4341.537mil","2305.117mil","4361.221mil","B","270.00","INDUCTOR"
"L5","Inductor_IHLP2020CZER1R5M01_2-PIN","709.646mil","2601.378mil","709.646mil","2601.378mil","709.646mil","2682.086mil","T","270.00","INDUCTOR"
"L6","Inductor_SRN6045-Series_2-PIN","527.559mil","2360.236mil","527.559mil","2360.236mil","395.669mil","2360.236mil","B","360.00","INDUCTOR"
"L7","Inductor_NRS5020T1R0NMGJ_2-PIN","566.929mil","2068.898mil","566.929mil","2068.898mil","490.157mil","2068.898mil","T","360.00","INDUCTOR"
"L8","Inductor_SRN6045-Series_2-PIN","1193.898mil","2101.378mil","1193.898mil","2101.378mil","1062.008mil","2101.378mil","B","360.00","INDUCTOR"
"L9","Inductor_NRS5020T1R0NMGJ_2-PIN","1203.74mil","2347.441mil","1203.74mil","2347.441mil","1126.968mil","2347.441mil","T","360.00","INDUCTOR"
"L10","Inductor_SRN6045-Series_2-PIN","1555.118mil","1886.811mil","1555.118mil","1886.811mil","1555.118mil","2018.7mil","T","270.00","INDUCTOR"
"L12","Inductor_IHSM4825ER_2-PIN","1953.74mil","3719.488mil","1953.74mil","3719.488mil","2193.898mil","3719.488mil","T","180.00","INDUCTOR"
"L13","Inductor_IHSM4825ER_2-PIN","1954.724mil","3639.764mil","1954.724mil","3639.764mil","1714.566mil","3639.764mil","B","360.00","INDUCTOR"
"L14","Inductor0402(1005)","484.251mil","3609.254mil","484.252mil","3609.254mil","503.936mil","3609.254mil","B","180.00","INDUCTOR"
"L15","Inductor0402(1005)","484.251mil","3766.734mil","484.252mil","3766.734mil","503.936mil","3766.734mil","B","180.00","INDUCTOR"
"L17","Inductor0603(1608)","344.489mil","3687.994mil","344.489mil","3687.994mil","344.489mil","3656.498mil","B","90.00","INDUCTOR"
"L18","Inductor0603(1608)","224.41mil","4018.702mil","224.41mil","4018.702mil","192.914mil","4018.702mil","B","360.00","INDUCTOR"
"LD1","LED0603(1608)","2843.504mil","4243.11mil","2843.504mil","4243.11mil","2843.504mil","4211.614mil","T","90.00","LED0603"
"LD4","LED0603(1608)_HSMG-C190","1326.772mil","1648.622mil","1326.772mil","1648.622mil","1295.276mil","1648.622mil","T","360.00","LED0603"
"P1","Header_3-Pos_Sullins_GRPB031VWTC-RC","3023.622mil","93.505mil","3023.622mil","93.504mil","3078.74mil","43.505mil","T","180.00","GRPB031VWTC-RC"
"P2","Header_3-Pos_Sullins_GRPB031VWTC-RC","1871.063mil","1309.055mil","1871.063mil","1309.055mil","1815.945mil","1359.055mil","T","360.00","GRPB031VWTC-RC"
"P3","Header_3-Pos_Sullins_GRPB031VWTC-RC","4122.047mil","1588.582mil","4122.047mil","1588.583mil","4177.165mil","1538.582mil","T","180.00","GRPB031VWTC-RC"
"P4","Header_3-Pos_Sullins_GRPB031VWTC-RC","4123.032mil","1409.449mil","4123.032mil","1409.449mil","4178.15mil","1359.449mil","T","180.00","GRPB031VWTC-RC"
"P5","Header_3-Pos_Sullins_GRPB031VWTC-RC","2495.079mil","1876.969mil","2495.079mil","1876.969mil","2445.079mil","1821.851mil","T","90.00","GRPB031VWTC-RC"
"P6","Header_3-Pos_Sullins_GRPB031VWTC-RC","2674.213mil","1877.953mil","2674.213mil","1877.953mil","2624.213mil","1822.835mil","T","90.00","GRPB031VWTC-RC"
"P7","Header_3-Pos_Sullins_GRPB031VWTC-RC","2850.394mil","1878.937mil","2850.394mil","1878.937mil","2800.394mil","1823.819mil","T","90.00","GRPB031VWTC-RC"
"P8","Header_3-Pos_Sullins_GRPB031VWTC-RC","3611.22mil","2107.284mil","3611.22mil","2107.284mil","3666.338mil","2057.284mil","T","180.00","GRPB031VWTC-RC"
"P9","Header_3-Pos_Sullins_GRPB031VWTC-RC","3611.22mil","1931.102mil","3611.22mil","1931.102mil","3666.338mil","1881.102mil","T","180.00","GRPB031VWTC-RC"
"R1","RESC0402(1005)_N","859.252mil","4001.97mil","859.252mil","4001.97mil","859.252mil","3982.285mil","T","90.00","RES_0402"
"R2","RESC0402(1005)_N","754.921mil","4004.923mil","754.921mil","4004.922mil","754.921mil","3985.238mil","T","90.00","RES_0402"
"R3","RESC0402(1005)_N","756.89mil","4091.537mil","756.89mil","4091.536mil","756.89mil","4071.852mil","T","90.00","RES_0402"
"R4","RESC0402(1005)_N","683.071mil","3894.686mil","683.071mil","3894.686mil","683.071mil","3914.371mil","T","270.00","RES_0402"
"R5","RESC0402(1005)_N","716.535mil","3330.709mil","716.535mil","3330.71mil","716.535mil","3350.394mil","B","270.00","RES_0402"
"R6","RESC0402(1005)_N","1204.725mil","3529.528mil","1204.724mil","3529.528mil","1185.04mil","3529.528mil","B","360.00","RES_0402"
"R7","RESC0402(1005)_N","1036.417mil","3485.238mil","1036.418mil","3485.238mil","1056.102mil","3485.238mil","T","180.00","RES_0402"
"R8","RESC0402(1005)_N","1036.418mil","3529.529mil","1036.418mil","3529.529mil","1016.733mil","3529.529mil","T","360.00","RES_0402"
"R9","RESC0402(1005)_N","1035.433mil","3439.962mil","1035.433mil","3439.962mil","1055.118mil","3439.962mil","T","180.00","RES_0402"
"R10","RESC0402(1005)_N","1036.418mil","3573.821mil","1036.418mil","3573.82mil","1016.732mil","3573.821mil","T","360.00","RES_0402"
"R11","RESC0402(1005)_N","1034.449mil","3395.67mil","1034.449mil","3395.671mil","1054.135mil","3395.67mil","T","180.00","RES_0402"
"R12","RESC0402(1005)_N","716.536mil","3331.694mil","716.536mil","3331.694mil","716.536mil","3351.38mil","T","270.00","RES_0402"
"R13","RES_4-ARRAY_YC124-JR-0722RL","909.449mil","3332.678mil","909.449mil","3332.679mil","940.945mil","3346.458mil","T","270.00","RES_4-ARRAY"
"R14","RES_4-ARRAY_YC124-JR-0722RL","1038.386mil","3650.592mil","1038.386mil","3650.592mil","1052.166mil","3619.096mil","T","180.00","RES_4-ARRAY"
"R15","RES_4-ARRAY_YC124-JR-0722RL","796.26mil","3332.678mil","796.26mil","3332.679mil","827.756mil","3346.458mil","T","270.00","RES_4-ARRAY"
"R16","RES_4-ARRAY_YC124-JR-0722RL","1039.37mil","3762.797mil","1039.37mil","3762.797mil","1053.15mil","3731.301mil","T","180.00","RES_4-ARRAY"
"R17","RES_4-ARRAY_YC124-JR-0722RL","635.827mil","3334.647mil","635.827mil","3334.647mil","667.323mil","3348.427mil","T","270.00","RES_4-ARRAY"
"R18","RES_4-ARRAY_YC124-JR-0722RL","965.551mil","3887.797mil","965.552mil","3887.797mil","997.566mil","3875.269mil","T","225.00","RES_4-ARRAY"
"R19","RESC0402(1005)_N","462.599mil","3355.316mil","462.598mil","3355.316mil","442.913mil","3355.316mil","B","360.00","RES_0402"
"R20","RESC0402(1005)_N","551.18mil","3268.702mil","551.18mil","3268.702mil","570.866mil","3268.702mil","B","180.00","RES_0402"
"R21","RESC0402(1005)_N","1034.449mil","3350.395mil","1034.449mil","3350.395mil","1054.135mil","3350.395mil","T","180.00","RES_0402"
"R22","RESC0402(1005)_N","580.709mil","3024.608mil","580.709mil","3024.608mil","580.709mil","3004.922mil","T","90.00","RES_0402"
"R23","RESC0402(1005)_N","445.866mil","3024.608mil","445.866mil","3024.608mil","445.866mil","3004.922mil","T","90.00","RES_0402"
"R24","RESC0402(1005)_N","535.433mil","3024.608mil","535.433mil","3024.608mil","535.433mil","3004.922mil","T","90.00","RES_0402"
"R25","RESC0402(1005)_N","490.157mil","3024.608mil","490.158mil","3024.608mil","490.157mil","3004.922mil","T","90.00","RES_0402"
"R26","RESC0402(1005)_N","731.3mil","3894.686mil","731.299mil","3894.686mil","731.3mil","3914.372mil","T","270.00","RES_0402"
"R27","RESC0402(1005)_N","1356.299mil","4143.703mil","1356.3mil","4143.703mil","1356.299mil","4163.389mil","B","270.00","RES_0402"
"R28","RESC0402(1005)_N","1454.725mil","4045.277mil","1454.725mil","4045.277mil","1474.411mil","4045.277mil","B","180.00","RES_0402"
"R29","RESC0402(1005)_N","2743.109mil","4227.362mil","2743.11mil","4227.362mil","2762.794mil","4227.362mil","T","180.00","RES_0402"
"R30","RESC0402(1005)_N","2769.684mil","4272.638mil","2769.685mil","4272.638mil","2789.369mil","4272.638mil","T","180.00","RES_0402"
"R31","RESC0402(1005)_N","2663.386mil","3462.599mil","2663.386mil","3462.598mil","2663.386mil","3442.914mil","T","90.00","RES_0402"
"R32","RESC0402(1005)_N","2820.866mil","4100.395mil","2820.866mil","4100.394mil","2820.866mil","4080.71mil","T","90.00","RES_0402"
"R33","RESC0402(1005)_N","2822.834mil","3846.457mil","2822.835mil","3846.457mil","2842.519mil","3846.457mil","T","180.00","RES_0402"
"R34","RESC0402(1005)_N","2708.661mil","4321.849mil","2708.661mil","4321.85mil","2708.661mil","4341.534mil","T","270.00","RES_0402"
"R35","RESC0402(1005)_N","2730.314mil","3783.465mil","2730.315mil","3783.465mil","2749.999mil","3783.465mil","T","180.00","RES_0402"
"R36","RESC0402(1005)_N","2709.645mil","3893.701mil","2709.646mil","3893.701mil","2729.33mil","3893.701mil","T","180.00","RES_0402"
"R37","RESC0402(1005)_N","2776.574mil","3951.772mil","2776.575mil","3951.772mil","2796.259mil","3951.772mil","T","180.00","RES_0402"
"R38","RESC0402(1005)_N","3093.505mil","2310.041mil","3093.504mil","2310.041mil","3073.82mil","2310.041mil","T","360.00","RES_0402"
"R39","RESC0402(1005)_N","3136.81mil","3208.663mil","3136.811mil","3208.663mil","3156.495mil","3208.663mil","B","180.00","RES_0402"
"R40","RESC0402(1005)_N","3100.394mil","2896.654mil","3100.394mil","2896.655mil","3100.394mil","2916.339mil","T","270.00","RES_0402"
"R41","RESC0402(1005)_N","3099.41mil","2758.859mil","3099.41mil","2758.86mil","3099.41mil","2778.544mil","T","270.00","RES_0402"
"R42","RESC0402(1005)_N","3067.914mil","3004.924mil","3067.914mil","3004.923mil","3067.914mil","2985.239mil","T","90.00","RES_0402"
"R43","RESC0402(1005)_N","2972.441mil","2758.859mil","2972.441mil","2758.86mil","2972.441mil","2778.544mil","T","270.00","RES_0402"
"R44","RESC0402(1005)_N","2979.331mil","3004.924mil","2979.331mil","3004.923mil","2979.331mil","2985.239mil","T","90.00","RES_0402"
"R45","RESC0402(1005)_N","3061.024mil","2862.207mil","3061.024mil","2862.206mil","3061.024mil","2842.522mil","T","90.00","RES_0402"
"R46","RESC0402(1005)_N","2972.441mil","2857.286mil","2972.441mil","2857.285mil","2972.441mil","2837.601mil","T","90.00","RES_0402"
"R47","RESC0402(1005)_N","3140.748mil","2861.223mil","3140.748mil","2861.222mil","3140.748mil","2841.538mil","T","90.00","RES_0402"
"R48","RESC0402(1005)_N","2908.465mil","2918.307mil","2908.465mil","2918.309mil","2908.465mil","2937.992mil","T","270.00","RES_0402"
"R49","RESC0402(1005)_N","2898.622mil","2687.992mil","2898.622mil","2687.994mil","2898.622mil","2707.677mil","B","270.00","RES_0402"
"R50","RESC0402(1005)_N","2915.354mil","3004.92mil","2915.354mil","3004.921mil","2915.354mil","3024.605mil","T","270.00","RES_0402"
"R51","RESC0402(1005)_N","2972.441mil","2758.859mil","2972.441mil","2758.86mil","2972.441mil","2778.544mil","B","270.00","RES_0402"
"R52","RESC0402(1005)_N","3029.528mil","3004.922mil","3029.528mil","3004.921mil","3029.528mil","2985.237mil","T","90.00","RES_0402"
