s,DDR3_A3_U4.N2_NoTerm,DDR3_A3_U5.N2_NoTerm,DDR3_A3_U2.L4_NoTerm
5.05747932422196E-9,1.47769069671631,1.48255896568298,1.45346927642822
5.07176611819204E-9,1.47584009170532,1.48174667358398,1.43034970760345
5.08605291216213E-9,1.47424173355103,1.48093438148499,1.4072300195694
5.10033926204301E-9,1.47286236286163,1.47995412349701,1.38411116600037
5.11462605601309E-9,1.47189915180206,1.47897386550903,1.3609915971756
5.12891284998318E-9,1.47133088111877,1.47799372673035,1.33787202835083
5.14319919986406E-9,1.47103905677795,1.47701346874237,1.3147531747818
5.15748599383414E-9,1.47092401981354,1.47558081150055,1.27075755596161
5.17177278780423E-9,1.4708514213562,1.47414815425873,1.22676193714142
5.18605913768511E-9,1.47076547145844,1.4727156162262,1.18276762962341
5.20034593165519E-9,1.47060346603394,1.47128295898438,1.13877201080322
5.21463272562528E-9,1.47033083438873,1.46916532516479,1.09477639198303
5.22891951959537E-9,1.46971786022186,1.46704769134521,1.05078065395355
5.24320586947624E-9,1.46873426437378,1.46493017673492,1.00678646564484
5.25749266344633E-9,1.46725273132324,1.46281254291534,0.962790787220001
5.27177945741641E-9,1.46510446071625,1.45707190036774,0.921346664428711
5.28606580729729E-9,1.46054685115814,1.45133137702942,0.879903793334961
5.30035260126738E-9,1.45346975326538,1.44559073448181,0.838459610939026
5.31463939523746E-9,1.44414925575256,1.4398500919342,0.797015488147736
5.32892618920755E-9,1.43278467655182,1.42436039447784,0.755571365356445
5.34321253908843E-9,1.41721165180206,1.40887129306793,0.714128494262695
5.35749933305851E-9,1.39754486083984,1.39338171482086,0.67268431186676
5.3717861270286E-9,1.37456953525543,1.3778920173645,0.63124018907547
5.38607247690948E-9,1.34894502162933,1.34977340698242,0.612229764461517
5.40035927087956E-9,1.3195321559906,1.3216540813446,0.593218743801117
5.41464606484965E-9,1.28667879104614,1.2935346364975,0.574207782745361
5.42893285881973E-9,1.25106489658356,1.26541519165039,0.555196762084961
5.44321920870061E-9,1.21305859088898,1.2224063873291,0.536186337471008
5.4575060026707E-9,1.17018246650696,1.17939639091492,0.517175376415253
5.47179279664078E-9,1.12263584136963,1.13638627529144,0.498164355754852
5.48607914652166E-9,1.07182061672211,1.09337747097015,0.4791539311409
5.50036594049175E-9,1.01871883869171,1.03689134120941,0.48145380616188
5.51465273446183E-9,0.963312685489655,0.98040509223938,0.483753681182861
5.52893952843192E-9,0.906085908412933,0.923918902873993,0.486053556203842
5.5432258783128E-9,0.848009407520294,0.867434501647949,0.488353341817856
5.55751267228288E-9,0.789424300193787,0.804097235202789,0.490653216838837
5.57179946625297E-9,0.72951477766037,0.740759968757629,0.492953091859818
5.58608581613385E-9,0.668349802494049,0.677424669265747,0.495252877473831
5.60037261010393E-9,0.606834888458252,0.614087402820587,0.497552752494812
5.61465940407402E-9,0.54531991481781,0.549627423286438,0.501892149448395
5.62894575395489E-9,0.484101861715317,0.485169470310211,0.506231486797333
5.64323254792498E-9,0.423281818628311,0.420709520578384,0.510570883750916
5.65751934189507E-9,0.363491117954254,0.356249541044235,0.514910340309143
5.67180613586515E-9,0.304869204759598,0.298143684864044,0.519249737262726
5.68609248574603E-9,0.248353034257889,0.240039646625519,0.523589015007019
5.70037927971612E-9,0.193872258067131,0.181933790445328,0.527928471565247
5.7146660736862E-9,0.141332417726517,0.123827941715717,0.532267868518829
5.72895242356708E-9,0.0904260724782944,0.0757608860731125,0.525631844997406
5.74323921753717E-9,0.0415266081690788,0.0276923310011625,0.518995642662048
5.75752601150725E-9,-0.00559791689738631,-0.0203762203454971,0.512359380722046
5.77181280547734E-9,-0.0510996803641319,-0.0684447735548019,0.505723178386688
5.78609915535822E-9,-0.095088854432106,-0.10591559112072,0.499087154865265
5.8003859493283E-9,-0.135879948735237,-0.143387585878372,0.492450922727585
5.81467274329839E-9,-0.173565521836281,-0.180859565734863,0.485814690589905
5.82895909317926E-9,-0.208887785673141,-0.218330383300781,0.479178667068481
5.84324588714935E-9,-0.242349684238434,-0.245594948530197,0.457724094390869
5.85753268111944E-9,-0.272932708263397,-0.272859513759613,0.436269521713257
5.87181947508952E-9,-0.300889194011688,-0.300124078989029,0.414814949035645
5.8861058249704E-9,-0.327032119035721,-0.327387809753418,0.393361032009125
5.90039261894049E-9,-0.351707547903061,-0.346621423959732,0.371906459331512
5.91467941291057E-9,-0.373199373483658,-0.365855008363724,0.3504518866539
5.92896576279145E-9,-0.391609281301498,-0.385087996721268,0.32899796962738
5.94325255676154E-9,-0.407880514860153,-0.404321610927582,0.307543396949768
5.95753935073162E-9,-0.422496050596237,-0.415830224752426,0.283317536115646
5.9718257006125E-9,-0.434067726135254,-0.427338480949402,0.259092390537262
5.98611249458258E-9,-0.442778676748276,-0.438847124576569,0.23486652970314
6.00039928855267E-9,-0.449577927589417,-0.450355738401413,0.210640653967857
6.01468608252276E-9,-0.454875469207764,-0.453253358602524,0.186414778232574
6.02897243240363E-9,-0.456996262073517,-0.456150859594345,0.162189662456512
6.04325922637372E-9,-0.456072479486465,-0.459048449993134,0.13796378672123
6.05754602034381E-9,-0.453128904104233,-0.461946070194244,0.113737918436527
6.07183237022468E-9,-0.44878277182579,-0.456817358732224,0.0979609414935112
6.08611916419477E-9,-0.442691713571548,-0.451688468456268,0.0821834802627563
6.10040595816486E-9,-0.43511089682579,-0.446559607982635,0.0664060190320015
6.11469275213494E-9,-0.426714956760406,-0.44143071770668,0.0506285540759563
6.12897910201582E-9,-0.417752057313919,-0.430099308490753,0.0348515808582306
6.14326589598591E-9,-0.40743100643158,-0.41876757144928,0.0190741159021854
6.15755268995599E-9,-0.395796775817871,-0.407435804605484,0.00329665304161608
6.17183903983687E-9,-0.383459359407425,-0.396104395389557,-0.0124803204089403
6.18612583380695E-9,-0.370671689510345,-0.380005121231079,-0.0223180744796991
6.20041262777704E-9,-0.35697665810585,-0.363905817270279,-0.0321558266878128
6.21469942174713E-9,-0.342438101768494,-0.347806543111801,-0.0419935807585716
6.228985771628E-9,-0.327546060085297,-0.331707745790482,-0.051831029355526
6.24327256559809E-9,-0.312450706958771,-0.313206940889359,-0.0616687834262848
6.25755935956818E-9,-0.296642184257507,-0.294706106185913,-0.0715065374970436
6.27184570944905E-9,-0.280117124319077,-0.276205867528915,-0.081343986093998
6.28613250341914E-9,-0.263205230236053,-0.257705062627792,-0.0911817401647568
6.30041929738923E-9,-0.246016249060631,-0.238563686609268,-0.095438152551651
6.31470609135931E-9,-0.228069543838501,-0.219422310590744,-0.0996945574879646
6.32899244124019E-9,-0.209376126527786,-0.200281515717506,-0.103950835764408
6.34327923521028E-9,-0.190241932868958,-0.181140139698982,-0.108207248151302
6.35756602918036E-9,-0.170797973871231,-0.161838695406914,-0.112463660538197
6.37185237906124E-9,-0.150726169347763,-0.142537862062454,-0.11671993881464
6.38613917303132E-9,-0.130063235759735,-0.123236417770386,-0.120976343750954
6.40042596700141E-9,-0.109086215496063,-0.103934980928898,-0.125232756137848
6.41471231688229E-9,-0.0879733562469482,-0.085157573223114,-0.124883309006691
6.42899911085237E-9,-0.0670454129576683,-0.066379576921463,-0.124533846974373
6.44328590482246E-9,-0.0463803112506866,-0.0476015880703926,-0.124184384942055
6.45757269879255E-9,-0.0260629430413246,-0.0288235954940319,-0.123834930360317
6.47185904867342E-9,-0.00612148130312562,-0.0113869141787291,-0.12348548322916
6.48614584264351E-9,0.0129466755315661,0.00605030916631222,-0.123136021196842
6.5004326366136E-9,0.0311416443437338,0.0234875325113535,-0.122786559164524
6.51471898649447E-9,0.0485488064587116,0.0409242138266563,-0.122437112033367
6.52900578046456E-9,0.0652763172984123,0.0566678270697594,-0.11901068687439
6.54329257443464E-9,0.0809114798903465,0.0724114403128624,-0.115584254264832
6.55757936840473E-9,0.0955243408679962,0.0881550535559654,-0.112157829105854
6.57186571828561E-9,0.10927090793848,0.103898175060749,-0.108731508255005
6.58615251225569E-9,0.122265927493572,0.116907142102718,-0.105305083096027
6.60043930622578E-9,0.133869141340256,0.129916116595268,-0.101878650486469
6.61472565610666E-9,0.144151225686073,0.142924681305885,-0.0984523296356201
6.62901245007674E-9,0.153451219201088,0.155933648347855,-0.0950259044766426
6.64329924404683E-9,0.162010341882706,0.165069282054901,-0.0899510234594345
6.65758603801692E-9,0.169594198465347,0.174204915761948,-0.0848761349916458
6.67187238789779E-9,0.176322266459465,0.183340266346931,-0.0798014104366302
6.68615918186788E-9,0.182471036911011,0.192475900053978,-0.0747265294194221
6.70044597583797E-9,0.188159301877022,0.197202950716019,-0.0696516484022141
6.71473232571884E-9,0.192868232727051,0.201929852366447,-0.0645769238471985
6.72901911968893E-9,0.196635290980339,0.206656888127327,-0.0595020391047001
6.74330591365901E-9,0.199779435992241,0.211383938789368,-0.0544271543622017
6.7575927076291E-9,0.202473446726799,0.211855426430702,-0.0488335490226746
6.77187905750998E-9,0.204461470246315,0.212326914072037,-0.0432401187717915
6.78616585148006E-9,0.205809310078621,0.212798401713371,-0.0376465171575546
6.80045264545015E-9,0.206769704818726,0.213269889354706,-0.0320529118180275
6.81473899533103E-9,0.207418218255043,0.210663616657257,-0.0264594797044992
6.82902578930111E-9,0.207198977470398,0.208057284355164,-0.0208658762276173
6.8433125832712E-9,0.206114456057549,0.205450937151909,-0.0152722718194127
6.85759893315208E-9,0.204440042376518,0.20284466445446,-0.00967884156852961
6.87188572712216E-9,0.202301025390625,0.198175325989723,-0.00498267402872443
6.88617252109225E-9,0.199206337332726,0.193506002426147,-0.000286506838165224
6.90045931506234E-9,0.195195600390434,0.188836663961411,0.00440966058522463
6.91474566494321E-9,0.190566897392273,0.184167474508286,0.00910568237304688
6.9290324589133E-9,0.185452580451965,0.178010225296021,0.0138018494471908
6.94331925288338E-9,0.179326519370079,0.171852976083755,0.0184980165213346
6.95760560276426E-9,0.172229990363121,0.165695905685425,0.0231940373778343
6.97189239673435E-9,0.164488598704338,0.15953865647316,0.0278902053833008
6.98617919070443E-9,0.15629905462265,0.152212172746658,0.0307353269308805
7.00046598467452E-9,0.147555068135262,0.144885689020157,0.0335804484784603
7.0147523345554E-9,0.13834111392498,0.137559443712234,0.0364254824817181
7.02903912852548E-9,0.128887325525284,0.130232959985733,0.0392706021666527
7.04332592249557E-9,0.119295373558998,0.121784374117851,0.0421157218515873
7.05761227237645E-9,0.109486103057861,0.113336056470871,0.044960755854845
7.07189906634653E-9,0.0994895249605179,0.104887470602989,0.04780587926507
7.08618586031662E-9,0.089470162987709,0.0964388847351074,0.0506509989500046
7.1004726542867E-9,0.079498291015625,0.086896687746048,0.0516596138477325
7.11475900416758E-9,0.0696977972984314,0.0773547887802124,0.0526681952178478
7.12904579813767E-9,0.0600853301584721,0.067812591791153,0.0536768101155758
7.14333259210775E-9,0.0507204458117485,0.0582703910768032,0.0546854212880135
7.15761894198863E-9,0.0415940806269646,0.0483570881187916,0.055694006383419
7.17190573595872E-9,0.0328192450106144,0.0384434759616852,0.056702621281147
7.1861925299288E-9,0.0243689697235823,0.0285298619419336,0.0577112324535847
7.20047932389889E-9,0.0162108708173037,0.0186162497848272,0.0587198473513126
7.21476567377977E-9,0.00828870199620724,0.00931852031499147,0.0580627843737602
7.22905246774985E-9,0.000621946586761624,2.05021351575851E-5,0.0574057027697563
7.24333926171994E-9,-0.00682879332453012,-0.0092775160446763,0.0567486174404621
7.25762561160082E-9,-0.0140935070812702,-0.0185752455145121,0.0560915544629097
7.2719124055709E-9,-0.0211988054215908,-0.026241060346365,0.0554344728589058
7.28619919954099E-9,-0.0280352514237165,-0.0339068733155727,0.0547773875296116
7.30048554942186E-9,-0.0346206016838551,-0.0415724515914917,0.0541203245520592
7.31477234339195E-9,-0.0410177707672119,-0.0492382645606995,0.0534632429480553
7.32905913736204E-9,-0.0472699552774429,-0.0547280162572861,0.051435150206089
7.34334593133212E-9,-0.0533132217824459,-0.0602177679538727,0.0494070611894131
7.357632281213E-9,-0.0591670460999012,-0.0657073482871056,0.0473790317773819
7.37191907518309E-9,-0.0648749694228172,-0.0711970999836922,0.0453509390354156
7.38620586915317E-9,-0.0704393684864044,-0.0747021958231926,0.0433228500187397
7.40049221903405E-9,-0.0755696669220924,-0.0782071873545647,0.0412948206067085
7.41477901300414E-9,-0.0802589133381844,-0.0817122906446457,0.0392667315900326
7.42906580697422E-9,-0.0846058502793312,-0.0852173864841461,0.0372386388480663
7.44335260094431E-9,-0.0886629521846771,-0.0872174426913261,0.0346296429634094
7.45763895082519E-9,-0.0921357646584511,-0.0892174392938614,0.0320207290351391
7.47192530070606E-9,-0.0950454995036125,-0.0912174358963966,0.0294118151068687
7.48621253876536E-9,-0.0975317880511284,-0.0932175517082214,0.0268027372658253
7.50049888864623E-9,-0.0996607467532158,-0.0941447541117668,0.0241938233375549
7.51478612670553E-9,-0.101036570966244,-0.0950720086693764,0.0215847473591566
7.52907247658641E-9,-0.101684428751469,-0.0959992110729218,0.0189758315682411
7.54335882646728E-9,-0.10180851072073,-0.0969264134764671,0.0163669176399708
7.55764606452658E-9,-0.101538464426994,-0.0968990251421928,0.0139404386281967
7.57193241440746E-9,-0.100695855915546,-0.0968716442584991,0.0115141104906797
7.58621876428833E-9,-0.09934052079916,-0.0968442559242249,0.00908778235316277
7.60050600234763E-9,-0.0976544469594955,-0.0968168675899506,0.0066613033413887
7.61479235222851E-9,-0.0957271829247475,-0.0956153944134712,0.00423497520387173
7.62907870210938E-9,-0.0933771729469299,-0.0944139137864113,0.00180864718277007
7.64336594016868E-9,-0.0906369313597679,-0.0932123586535454,-0.000617831712588668
7.65765229004955E-9,-0.0876728817820549,-0.092010885477066,-0.00304415985010564
7.67193863993043E-9,-0.0845738500356674,-0.0893411934375763,-0.00491318479180336
7.68622587798973E-9,-0.0813356712460518,-0.0866713374853134,-0.00678232638165355
7.7005122278706E-9,-0.0779905021190643,-0.0840016379952431,-0.00865135155618191
7.7147994659299E-9,-0.0746324583888054,-0.0813317820429802,-0.0105204926803708
7.72908581581078E-9,-0.0712830200791359,-0.0773048922419548,-0.0123895183205605
7.74337216569165E-9,-0.0678615644574165,-0.0732780024409294,-0.0142585430294275
7.75765940375095E-9,-0.0643617063760757,-0.0692508667707443,-0.016127685084939
7.77194575363183E-9,-0.0608430318534374,-0.0652239769697189,-0.0179967097938061
7.7862321035127E-9,-0.0573196075856686,-0.0603435710072517,-0.0189822651445866
7.800519341572E-9,-0.0537263341248035,-0.0554628632962704,-0.019967881962657
7.81480569145288E-9,-0.0500596240162849,-0.0505824610590935,-0.0209534373134375
7.82909204133375E-9,-0.0463639907538891,-0.0457020550966263,-0.0219389926642179
7.84337927939305E-9,-0.0426447503268719,-0.0407610647380352,-0.0229246094822884
7.85766562927392E-9,-0.0387905016541481,-0.0358203798532486,-0.0239101648330688
7.8719519791548E-9,-0.0347947888076305,-0.030879694968462,-0.0248957201838493
7.8862392172141E-9,-0.0307078640908003,-0.0259387046098709,-0.0258813370019197
7.90052556709497E-9,-0.0265533309429884,-0.0215543080121279,-0.0259950589388609
7.91481191697585E-9,-0.0222693085670471,-0.0171699114143848,-0.0261087827384472
7.92909915503515E-9,-0.0178646743297577,-0.01278524287045,-0.0262225121259689
7.94338550491602E-9,-0.0133972922340035,-0.00840084627270699,-0.0263362359255552
7.95767274297532E-9,-0.00890123285353184,-0.00479418272152543,-0.026449965313077
7.9719590928562E-9,-0.00442160107195377,-0.00118774292059243,-0.0265636872500181
7.98624544273707E-9,2.74054073088337E-5,0.00241869664750993,-0.0266774110496044
8.00053268079637E-9,0.00441938312724233,0.00602536043152213,-0.0267911404371262
8.01481903067724E-9,0.0087420092895627,0.00902944896370173,-0.0261684078723192
8.02910538055812E-9,0.0128826014697552,0.01203353703022,-0.0255456753075123
8.04339261861742E-9,0.0168377030640841,0.0150378132238984,-0.0249229054898024
8.05767896849829E-9,0.0206190813332796,0.0180419012904167,-0.0243001729249954
8.07196531837917E-9,0.0242357850074768,0.0207198783755302,-0.0236774403601885
8.08625255643847E-9,0.0274932198226452,0.0233980230987072,-0.0230546705424786
8.10053890631934E-9,0.0303987842053175,0.0260760001838207,-0.0224319379776716
8.11482525620022E-9,0.0330243706703186,0.0287539772689342,-0.0218092054128647
8.12911249425952E-9,0.0354235470294952,0.0311601907014847,-0.0207358226180077
8.14339884414039E-9,0.0374672561883926,0.0335662551224232,-0.0196625050157309
8.15768608219969E-9,0.0391843877732754,0.0359724685549736,-0.0185891222208738
8.17197243208057E-9,0.0406641997396946,0.0383785329759121,-0.017515804618597
8.18625878196144E-9,0.0419590882956982,0.0402509160339832,-0.0164424888789654
8.20054602002074E-9,0.0429464839398861,0.0421234145760536,-0.0153691051527858
8.21483236990161E-9,0.0436503514647484,0.0439957939088345,-0.0142957884818316
8.22911871978249E-9,0.0441684648394585,0.0458681769669056,-0.0132224718108773
8.24340595784179E-9,0.0445609651505947,0.046823788434267,-0.0120165934786201
8.25769230772266E-9,0.0448170527815819,0.047779344022274,-0.0108107896521688
8.27197865760354E-9,0.0449624322354794,0.0487348958849907,-0.00960498489439487
8.28626589566284E-9,0.0450558252632618,0.0496905073523521,-0.0083991065621376
8.30055224554371E-9,0.0451152808964252,0.0495263077318668,-0.0071933027356863
8.31483859542459E-9,0.0450690165162086,0.0493621081113815,-0.005987498909235
8.32912583348389E-9,0.0449175238609314,0.0491979010403156,-0.00478162011131644
8.34341218336476E-9,0.0447074174880981,0.0490337014198303,-0.00357581628486514
8.35769853324564E-9,0.0444556809961796,0.0478588677942753,-0.00251788226887584
8.37198577130494E-9,0.0441010296344757,0.0466839596629143,-0.00145988271106035
8.38627212118581E-9,0.0436454266309738,0.0455091223120689,-0.000401948753278702
8.40055935924511E-9,0.0431241989135742,0.0443342141807079,0.000656050920952111
8.41484570912598E-9,0.0425417833030224,0.042570274323225,0.00171398487873375
8.42913205900686E-9,0.0417537428438663,0.0408063344657421,0.00277191866189241
8.44341929706616E-9,0.0407558120787144,0.0390422865748405,0.00382991833612323
8.45770564694703E-9,0.0396047383546829,0.0372783467173576,0.00488785235211253
8.47199199682791E-9,0.0383317917585373,0.0353752039372921,0.00561119103804231
8.48627923488721E-9,0.0368366464972496,0.033471941947937,0.00633457489311695
8.50056558476808E-9,0.0351326279342175,0.0315687991678715,0.00705791357904673
8.51485193464896E-9,0.033287201076746,0.0296656545251608,0.0077812522649765
8.52913917270826E-9,0.0313358157873154,0.0278822109103203,0.00850463565438986
8.54342552258913E-9,0.0292029194533825,0.0260988771915436,0.00922797527164221
8.55771187247001E-9,0.0269028209149837,0.024315545335412,0.00995131395757198
8.5719991105293E-9,0.0245033875107765,0.0225321017205715,0.0106746973469853
8.58628546041018E-9,0.0220442377030849,0.0208183750510216,0.0109816128388047
8.60057269846948E-9,0.0195406544953585,0.0191045422106981,0.0112885469570756
8.61485904835035E-9,0.0170094519853592,0.0173908174037933,0.0115954615175724
8.62914539823123E-9,0.0144927380606532,0.0156770907342434,0.0119023770093918
8.64343263629053E-9,0.012008567340672,0.013860272243619,0.0122093111276627
8.6577189861714E-9,0.0096181333065033,0.0120435664430261,0.0125162256881595
8.67200533605228E-9,0.00732506066560745,0.0102268606424332,0.0128231411799788
8.68629257411158E-9,0.00513161206617951,0.00841004215180874,0.0131300752982497
8.70057892399245E-9,0.00302942795678973,0.00639894092455506,0.0130290752276778
8.71486527387333E-9,0.00108103186357766,0.00438784016296268,0.0129280751571059
8.72915251193263E-9,-0.000722368946298957,0.00237661390565336,0.012827068567276
8.7434388618135E-9,-0.00240457174368203,0.000365512882126495,0.0127260684967041
8.75772521169438E-9,-0.00398793397471309,-0.00168889423366636,0.0126250693574548
8.77201244975367E-9,-0.0054293554276228,-0.00374342896975577,0.0125240627676249
8.78629879963455E-9,-0.00674314936622977,-0.00579783599823713,0.012423062697053
8.80058514951543E-9,-0.00796609278768301,-0.00785224325954914,0.0123220626264811
8.81487238757472E-9,-0.00912576913833618,-0.00962669774889946,0.0119066433981061
8.8291587374556E-9,-0.0102306474000216,-0.0114010414108634,0.0114912502467632
8.8434459755149E-9,-0.0112947095185518,-0.0131754959002137,0.0110758319497108
8.85773232539577E-9,-0.0123388832435012,-0.0149498395621777,0.010660438798368
8.87201867527665E-9,-0.0133714368566871,-0.0161474887281656,0.0102450456470251
8.88630591333595E-9,-0.0143805500119925,-0.0173452105373144,0.00982962641865015
8.90059226321682E-9,-0.0153677882626653,-0.0185428578406572,0.00941423326730728
8.9148786130977E-9,-0.016345351934433,-0.0197405070066452,0.00899884011596441
8.92916585115699E-9,-0.0173160471022129,-0.0202690307050943,0.00843502301722765
8.94345220103787E-9,-0.0182583369314671,-0.0207975208759308,0.00787124130874872
8.95773855091875E-9,-0.0191707760095596,-0.0213260091841221,0.00730745960026979
8.97202578897804E-9,-0.02005853690207,-0.0218545328825712,0.00674364250153303
8.98631213885892E-9,-0.0209161825478077,-0.0218691602349281,0.00617986032739282
9.0005984887398E-9,-0.0216518435627222,-0.021883787587285,0.00561607861891389
9.01488572679909E-9,-0.0222601350396872,-0.0218984168022871,0.00505226152017713
9.02917207667997E-9,-0.0227664038538933,-0.021913044154644,0.0044884798116982
9.04345931473927E-9,-0.0231857318431139,-0.0216846503317356,0.00393416173756123
9.05774566462014E-9,-0.0234360340982676,-0.0214562695473433,0.00337987788952887
9.07203201450102E-9,-0.0235243495553732,-0.0212278887629509,0.00282559427432716
9.08631925256032E-9,-0.023490509018302,-0.0209994949400425,0.00227127620019019
9.10060560244119E-9,-0.0233562309294939,-0.0207236018031836,0.00171699235215783
9.11489195232207E-9,-0.0230302400887012,-0.0204477086663246,0.00116270873695612
9.12917919038136E-9,-0.022522347047925,-0.0201717987656593,0.000608390546403825
9.14346554026224E-9,-0.0218885205686092,-0.0198959056288004,5.41068366146646E-5
9.15775189014312E-9,-0.0211646147072315,-0.0195616278797388,-0.000399872486013919
9.17203912820241E-9,-0.0203288123011589,-0.0192273296415806,-0.000853880017530173
9.18632547808329E-9,-0.0193979721516371,-0.018893051892519,-0.00130785931833088
9.20061182796417E-9,-0.0184174776077271,-0.0185587741434574,-0.00176183867733926
9.21489906602346E-9,-0.0174099151045084,-0.018029248341918,-0.00221584620885551
9.22918541590434E-9,-0.0163772869855165,-0.0174997560679913,-0.00266982545144856
9.24347176578522E-9,-0.0153272151947021,-0.0169702619314194,-0.00312380469404161
9.25775900384451E-9,-0.0142853269353509,-0.01644073612988,-0.00357781234197319
9.27204535372539E-9,-0.0132613936439157,-0.0155807724222541,-0.00384129979647696
9.28633259178469E-9,-0.0122814867645502,-0.0147207556292415,-0.00410480331629515
9.30061894166556E-9,-0.0113467248156667,-0.0138607928529382,-0.00436829077079892
9.31490529154644E-9,-0.0104604158550501,-0.0130008291453123,-0.0046317782253027
9.32919252960573E-9,-0.00961573049426079,-0.011840688996017,-0.00489528197795153
9.34347887948661E-9,-0.00881462730467319,-0.0106806214898825,-0.0051587694324553
9.35776522936749E-9,-0.00804973766207695,-0.00952055305242538,-0.00542225688695908
9.37205246742678E-9,-0.00731449294835329,-0.00836041290313005,-0.00568576063960791
9.38633881730766E-9,-0.00659958366304636,-0.0071019884198904,-0.00573762319982052
9.40062516718854E-9,-0.00588536774739623,-0.00584356440231204,-0.00578948576003313
9.41491240524783E-9,-0.00516547961160541,-0.00458506168797612,-0.00584135157987475
9.42919875512871E-9,-0.00443829596042633,-0.00332663720473647,-0.00589321414008737
9.44348510500959E-9,-0.0037010652013123,-0.00222817482426763,-0.00594507670029998
9.45777234306888E-9,-0.00292467419058084,-0.00112964434083551,-0.0059969425201416
9.47205869294976E-9,-0.00210754107683897,-3.11820003844332E-5,-0.00604880508035421
9.48634504283064E-9,-0.00125787674915046,0.00106728030368686,-0.00610066764056683
9.50063228088993E-9,-0.000382211641408503,0.00185303564649075,-0.00598058430477977
9.51491863077081E-9,0.000531848694663495,0.00263874209485948,-0.00586050888523459
9.5292058688301E-9,0.00148017145693302,0.00342449732124805,-0.00574042554944754
9.54349221871098E-9,0.00244871526956558,0.0042102038860321,-0.00562035012990236
9.55777856859186E-9,0.00342598767019808,0.00470328656956553,-0.0055002742446959
9.57206580665115E-9,0.00438120914623141,0.00519639998674393,-0.00538019137457013
9.58635215653203E-9,0.00530816055834293,0.00568948267027736,-0.00526011548936367
9.60063850641291E-9,0.00620377156883478,0.00618256535381079,-0.0051400400698185
9.6149257444722E-9,0.0070664444938302,0.00653082504868507,-0.00491814455017447
9.62921209435308E-9,0.00784734822809696,0.00687906332314014,-0.00469626346603036
9.64349844423396E-9,0.00854617077857256,0.00722730113193393,-0.00447438191622496
9.65778568229325E-9,0.00917420815676451,0.00757556082680821,-0.00425248639658093
9.67207203217413E-9,0.00973895657807589,0.00791089423000813,-0.00403060484677553
9.686358382055E-9,0.0101757282391191,0.00824622809886932,-0.00380872352980077
9.7006456201143E-9,0.010489085689187,0.00858158245682716,-0.00358682824298739
9.71493196999518E-9,0.0107089905068278,0.00891691632568836,-0.00336494669318199
9.72921920805447E-9,0.0108573399484158,0.00925193075090647,-0.00309529085643589
9.74350555793535E-9,0.0109088569879532,0.00958692468702793,-0.00282565178349614
9.75779190781623E-9,0.0108750937506557,0.00992191955447197,-0.00255601294338703
9.77207914587552E-9,0.0107859121635556,0.0102569339796901,-0.00228635710664093
9.7863654957564E-9,0.0106585845351219,0.0104871774092317,-0.00201671803370118
9.80065184563728E-9,0.0104831093922257,0.0107174217700958,-0.00174707896076143
9.81493908369657E-9,0.0102669112384319,0.0109476801007986,-0.00147742324043065
9.82922543357745E-9,0.0100327301770449,0.0111779235303402,-0.0012077841674909
9.84351178345833E-9,0.00979230459779501,0.0111563000828028,-0.000952797359786928
9.85779902151762E-9,0.00955942180007696,0.0111346747726202,-0.000697794661391526
9.8720853713985E-9,0.00933792535215616,0.0111130503937602,-0.000442807795479894
9.88637172127937E-9,0.00913542043417692,0.0110914269462228,-0.000187820973224007
9.90065895933867E-9,0.00895056501030922,0.0107663217931986,6.7181717895437E-5
9.91494530921955E-9,0.00877918768674135,0.010441237129271,0.000322168547427282
9.92923165910042E-9,0.00861779227852821,0.0101161524653435,0.000577155384235084
9.94351889715972E-9,0.00846678949892521,0.00979104731231928,0.000832158082630485
9.9578052470406E-9,0.00832251459360123,0.00925000570714474,0.000832158082630485
9.97209248509989E-9,0.00816767476499081,0.00870893057435751,0.000832158082630485
9.98637883498077E-9,0.00799881294369698,0.00816788990050554,0.000832158140838146
1.00006651848616E-8,0.0078173391520977,0.007626848295331,0.000832158140838146
